Iload X,Iload Y
0,0.009999392519226215
2e-08,0.009999031542615767
6.000000000000001e-08,0.009998574020099507
1.4e-07,0.009998103286535593
3.000000000000001e-07,0.009998108509243635
6.200000000000002e-07,0.009998107312946085
1.02e-06,0.009998107812958101
1.42e-06,0.00999810862038387
1.82e-06,0.00999810697368907
2.22e-06,0.009998109140516175
2.62e-06,0.009998106667862159
3e-06,0.009998109304804508
3.0025e-06,0.008118360700972516
3.00625e-06,0.005393718985643025
3.01e-06,0.002802344430305784
3.012092469327552e-06,0.0029683482770628
3.015257105618838e-06,0.003149272783252651
3.01882871338475e-06,0.003228856901211627
3.024038741365331e-06,0.003235985491185581
3.028064430207448e-06,0.003198438841290473
3.03414664979843e-06,0.003118686886353921
3.041273231466503e-06,0.003014574309029527
3.054157226445538e-06,0.002832545792749845
3.064463223234416e-06,0.002700334571758593
3.075401823141514e-06,0.002573259271013062
3.085912549011161e-06,0.002462048937354461
3.097590537692573e-06,0.002349603560677565
3.100204711334399e-06,0.002326097313428982
3.105433058618052e-06,0.002282603525355486
3.110391898069522e-06,0.002246890337502167
3.11572856970661e-06,0.002214259859974136
3.120789023080657e-06,0.00218773074585584
3.130909929828753e-06,0.002144403117489648
3.142680933423509e-06,0.00210656652468028
3.162624467281131e-06,0.002063180287137323
3.188129993674852e-06,0.00203191658519207
3.237396410986539e-06,0.002006924506934653
3.287937162392956e-06,0.002001082179981725
3.377338412238882e-06,0.001999399634019477
3.492325760438516e-06,0.001999517087818635
3.722300456837783e-06,0.001999486905982964
3.996110939131398e-06,0.001999483079753276
4.396110939131399e-06,0.001999493914798152
4.796110939131399e-06,0.001999495569407876
5.196110939131399e-06,0.001999496605139911
5.5961109391314e-06,0.001999496935612574
5.8030554695657e-06,0.001999498095826385
6.01e-06,0.001999497965915782
6.0125e-06,0.00385978740355685
6.01625e-06,0.006538036317742954
6.02e-06,0.009068475845763107
6.021895100002976e-06,0.008895278797457726
6.024897908009783e-06,0.008702703648884211
6.027777466331117e-06,0.008636493254822143
6.032056890537145e-06,0.008637752993386271
6.035903435109846e-06,0.008685693826461754
6.041691290545935e-06,0.008780120066028166
6.04912516704941e-06,0.008907160225333216
6.059289257645575e-06,0.009069369825141485
6.069096146256742e-06,0.009211098218311047
6.078949763024624e-06,0.009340803786135542
6.089495984260419e-06,0.009467622558950802
6.101072171514261e-06,0.009594497975181575
6.104145235067405e-06,0.009626211684889472
6.105681766843977e-06,0.009641785904987425
6.108754830397121e-06,0.009672375291132107
6.10969377156097e-06,0.009681571245703686
6.111571653888668e-06,0.009699731302668746
6.113745109479591e-06,0.009720314293062108
6.114239674370061e-06,0.0097249265150993
6.115228804151001e-06,0.009734057667429925
6.116201450531954e-06,0.009742871775147327
6.117021570773072e-06,0.009750080504894688
6.117760144385577e-06,0.009756300044207623
6.118045114348368e-06,0.009758622984442893
6.11861505427395e-06,0.009763152503060811
6.119754934125113e-06,0.009771774178317255
6.12173963561808e-06,0.009785520934794064
6.124403617007985e-06,0.009801834648123545
6.128744852169661e-06,0.009824564279761186
6.134242405979748e-06,0.009848584792605725
6.14303956837777e-06,0.009879731118231493
6.156595554066822e-06,0.009915456550111647
6.18108353736374e-06,0.009955586373472786
6.214323437725445e-06,0.009981373542996727
6.26557576040267e-06,0.009994782714316853
6.333043856560923e-06,0.00999789439151604
6.431066800961839e-06,0.009998123470061401
6.583623194847755e-06,0.009998107961090838
6.870395840770265e-06,0.009998111179685749
7.270395840770266e-06,0.009998099640837262
7.670395840770265e-06,0.009998114638962503
8.070395840770265e-06,0.009998098585502642
8.470395840770264e-06,0.009998115276068241
8.870395840770264e-06,0.009998098217738291
9.270395840770263e-06,0.009998115457066638
9.670395840770263e-06,0.009998098158209028
1e-05,0.009998115415028874
1.00015625e-05,0.01024438976854153
1.000353442800732e-05,0.010704468770298
1.000420976690165e-05,0.01080528264318015
1.000500270938467e-05,0.01090057603469563
1.000566740955001e-05,0.01096425274823122
1.000623469891972e-05,0.01100894739296879
1.000688957152172e-05,0.01105122603898586
1.000761313006505e-05,0.0110881862392308
1.00085385960002e-05,0.01112328847949387
1.000983688724819e-05,0.01115471849491867
1.001162530705635e-05,0.01117367756975256
1.001417462364145e-05,0.01117018010219233
1.001755818841733e-05,0.01113593576403743
1.002204070703822e-05,0.01106926138702321
1.002847245403367e-05,0.0109637153764202
1.003582753088744e-05,0.01084648284455354
1.004632008294949e-05,0.01069392438757381
1.005607224963947e-05,0.01056688285789319
1.006635618640174e-05,0.01044577710341806
1.007708187989947e-05,0.01033242163491164
1.007943409621361e-05,0.01030952619132406
1.008413852884189e-05,0.01026808396477192
1.008901975667916e-05,0.01023215141780601
1.009393998647982e-05,0.01020199358084911
1.009915811164058e-05,0.01017469147969064
1.01088643189274e-05,0.01013341939935752
1.011988480025022e-05,0.01009810494562864
1.013480874721208e-05,0.01006430428368793
1.015567206050687e-05,0.01003497941588417
1.018174066437123e-05,0.01001565929105212
1.021900050670701e-05,0.01000387303057672
1.026458873560137e-05,0.009999517694014226
1.033334067210508e-05,0.009998238794666785
1.041649335302008e-05,0.009998196110595466
1.054026590810893e-05,0.009998198069995339
1.070391078476305e-05,0.009998199473925447
1.093218868558455e-05,0.00999819947830541
1.125332852681319e-05,0.009998199872926722
1.165332852681319e-05,0.009998198630099776
1.205332852681319e-05,0.009998184845069777
1.245332852681319e-05,0.009998195351421558
1.27266642634066e-05,0.009998194595832458
1.3e-05,0.009998191999675252
1.30025e-05,0.008118510221798816
1.300625e-05,0.005393650080238909
1.301e-05,0.002802223282162515
1.301219290386544e-05,0.002972751572058161
1.301546828722243e-05,0.003153795646556745
1.301917688855087e-05,0.00322835480657945
1.302441463571365e-05,0.003226872117713126
1.302861904748518e-05,0.00318318749035389
1.303489098159654e-05,0.003096312081499318
1.304244399691807e-05,0.002983086864724733
1.305625382509798e-05,0.002787435654376106
1.306662564001286e-05,0.002656161383786613
1.307787215373609e-05,0.002527902961262957
1.308861624290412e-05,0.002416731636768016
1.310068586129893e-05,0.002305977237958274
1.310913973566377e-05,0.00224183958434487
1.311656639294471e-05,0.002197635931276505
1.312486224466304e-05,0.002158726798090507
1.31320241111195e-05,0.002131519042880955
1.314296105996093e-05,0.002098716993283909
1.315721461425218e-05,0.002067765933671907
1.317928738245668e-05,0.002037402774214578
1.321097984619076e-05,0.002015315898730346
1.327167813759286e-05,0.002001420039600513
1.333953774241802e-05,0.00199962607640747
1.345802072067988e-05,0.001999511476477004
1.361510946968544e-05,0.001999534679254062
1.392928696769656e-05,0.001999553662288812
1.432928696769656e-05,0.001999527263994525
1.472928696769655e-05,0.001999530335305598
1.512928696769655e-05,0.001999529107535709
1.552928696769655e-05,0.001999527536941609
1.576964348384828e-05,0.001999529629803759
1.601e-05,0.001999526785804578
1.60125e-05,0.003859932414844172
1.601625e-05,0.006538610231469264
1.602e-05,0.009070081228355118
1.602199948994187e-05,0.008891588509896598
1.602510962858255e-05,0.008699765488463788
1.602809004494331e-05,0.008638791995206238
1.603269882830087e-05,0.008649496081633101
1.603674417257868e-05,0.008705359052610434
1.604304598535325e-05,0.008811592123364511
1.605111117832038e-05,0.008949864065834527
1.606259431160083e-05,0.009130410097425462
1.607261479063284e-05,0.009271919712716377
1.608310914506824e-05,0.009406577751613476
1.609411737397501e-05,0.009535178008834503
1.610614945349036e-05,0.009663111889304103
1.61091605480435e-05,0.009693228199157435
1.611066609532007e-05,0.009707992058128346
1.611141886895836e-05,0.009715290609267263
1.611292441623493e-05,0.009729697081134933
1.61142694771976e-05,0.009742313109269814
1.61145941046139e-05,0.009745314855413698
1.611524335944651e-05,0.009751232257120343
1.61158674319565e-05,0.009756756830410033
1.611614860501309e-05,0.009759179552895165
1.611671095112628e-05,0.009763899030128156
1.611750711291743e-05,0.009770312089786981
1.611909943649974e-05,0.009782272548667472
1.612147533469346e-05,0.009798216852675623
1.612498911903151e-05,0.009818500441644012
1.612962903197973e-05,0.009840999003342291
1.613710057495133e-05,0.009870549992017658
1.614665497962038e-05,0.009900054160511556
1.616557115924206e-05,0.009940356220738319
1.619234848990238e-05,0.009971345608361992
1.623244505652583e-05,0.009990352370865523
1.628531084356233e-05,0.009996933527213016
1.63644314603738e-05,0.009998241841790949
1.64758914775829e-05,0.009998185256882277
1.666354125701489e-05,0.009998284101973436
1.70094905174129e-05,0.009998152039443124
1.74094905174129e-05,0.009998224650746635
1.78094905174129e-05,0.009998192171899791
1.82094905174129e-05,0.009998196155747565
1.86094905174129e-05,0.00999820893111524
1.90094905174129e-05,0.009998190694200503
1.94094905174129e-05,0.009998206845138979
1.970474525870645e-05,0.009998187091329292
2e-05,0.009998209002475391
